Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340156,NC,"Nurses ""always"" communicated well",Not Available,Not Available
340156,NC,"Nurses ""sometimes"" or ""never"" communicated well",Not Available,Not Available
340156,NC,"Nurses ""usually"" communicated well",Not Available,Not Available
340156,NC,Nurse communication - linear mean score,Not Available,Not Available
340156,NC,Nurse communication - star rating,Not Available,Not Available
340156,NC,"Nurses ""always"" treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Nurses ""usually""  treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Nurses ""always"" listened carefully",Not Available,Not Available
340156,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Not Available,Not Available
340156,NC,"Nurses ""usually"" listened carefully",Not Available,Not Available
340156,NC,"Nurses ""always"" explained things so they could understand",Not Available,Not Available
340156,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Not Available,Not Available
340156,NC,"Nurses ""usually"" explained things so they could understand",Not Available,Not Available
340156,NC,"Doctors ""always"" communicated well",Not Available,Not Available
340156,NC,"Doctors ""sometimes"" or ""never"" communicated well",Not Available,Not Available
340156,NC,"Doctors ""usually"" communicated well",Not Available,Not Available
340156,NC,Doctor communication - linear mean score,Not Available,Not Available
340156,NC,Doctor communication - star rating,Not Available,Not Available
340156,NC,"Doctors ""always"" treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Doctors ""usually""  treated them with courtesy and  respect",Not Available,Not Available
340156,NC,"Doctors ""always"" listened carefully",Not Available,Not Available
340156,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Not Available,Not Available
340156,NC,"Doctors ""usually"" listened carefully",Not Available,Not Available
340156,NC,"Doctors ""always"" explained things so they could understand",Not Available,Not Available
340156,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Not Available,Not Available
340156,NC,"Doctors ""usually"" explained things so they could understand",Not Available,Not Available
340156,NC,"Patients ""always"" received help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""usually"" received help as soon as they wanted",Not Available,Not Available
340156,NC,Staff responsiveness - linear mean score,Not Available,Not Available
340156,NC,Staff responsiveness - star rating,Not Available,Not Available
340156,NC,"Patients ""always"" received call button help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""usually"" received call button help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""always"" received bathroom help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Not Available,Not Available
340156,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Not Available,Not Available
340156,NC,"Staff ""always"" explained",Not Available,Not Available
340156,NC,"Staff ""sometimes"" or ""never"" explained",Not Available,Not Available
340156,NC,"Staff ""usually"" explained",Not Available,Not Available
340156,NC,Communication about medicines - linear mean score,Not Available,Not Available
340156,NC,Communication about medicines - star rating,Not Available,Not Available
340156,NC,"Staff ""always"" explained new medications",Not Available,Not Available
340156,NC,"Staff ""sometimes"" or ""never"" explained new medications",Not Available,Not Available
340156,NC,"Staff ""usually"" explained new medications",Not Available,Not Available
340156,NC,"Staff ""always"" explained possible side effects",Not Available,Not Available
340156,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Not Available,Not Available
340156,NC,"Staff ""usually"" explained possible side effects",Not Available,Not Available
340156,NC,"No, staff ""did not"" give patients this information",Not Available,Not Available
340156,NC,"Yes, staff ""did"" give patients this information",Not Available,Not Available
340156,NC,Discharge information - linear mean score,Not Available,Not Available
340156,NC,Discharge information - star rating,Not Available,Not Available
340156,NC,"No, staff ""did not"" give patients information about help after discharge",Not Available,Not Available
340156,NC,"Yes, staff ""did"" give patients information about help after discharge",Not Available,Not Available
340156,NC,"No, staff ""did not"" give patients information about possible symptoms",Not Available,Not Available
340156,NC,"Yes, staff ""did"" give patients information about possible symptoms",Not Available,Not Available
340156,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Available,Not Available
340156,NC,Care transition - linear mean score,Not Available,Not Available
340156,NC,Care transition - star rating,Not Available,Not Available
340156,NC,"Patients who ""Agree"" that staff took their preferences into account",Not Available,Not Available
340156,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Not Available,Not Available
340156,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Not Available,Not Available
340156,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Not Available,Not Available
340156,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Not Available,Not Available
340156,NC,"Room was ""always"" clean",Not Available,Not Available
340156,NC,"Room was ""sometimes"" or ""never"" clean",Not Available,Not Available
340156,NC,"Room was ""usually"" clean",Not Available,Not Available
340156,NC,Cleanliness - linear mean score,Not Available,Not Available
340156,NC,Cleanliness - star rating,Not Available,Not Available
340156,NC,Always quiet at night,Not Available,Not Available
340156,NC,"Sometimes or ""never"" quiet at night",Not Available,Not Available
340156,NC,Usually quiet at night,Not Available,Not Available
340156,NC,Quietness - linear mean score,Not Available,Not Available
340156,NC,Quietness - star rating,Not Available,Not Available
340156,NC,"Patients who gave a rating of ""6"" or lower (low)",Not Available,Not Available
340156,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Not Available,Not Available
340156,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Not Available,Not Available
340156,NC,Overall hospital rating - linear mean score,Not Available,Not Available
340156,NC,Overall hospital rating - star rating,Not Available,Not Available
340156,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Available,Not Available
340156,NC,"YES, patients would definitely recommend the hospital",Not Available,Not Available
340156,NC,"YES, patients would probably recommend the hospital",Not Available,Not Available
340156,NC,Recommend hospital - linear mean score,Not Available,Not Available
340156,NC,Recommend hospital - star rating,Not Available,Not Available
340156,NC,Summary star rating,Not Available,Not Available
340158,NC,"Nurses ""always"" communicated well",Below the national average,Same as the national average
340158,NC,"Nurses ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340158,NC,"Nurses ""usually"" communicated well",Below the national average,Same as the national average
340158,NC,Nurse communication - linear mean score,Below the national average,Same as the national average
340158,NC,Nurse communication - star rating,Below the national average,Same as the national average
340158,NC,"Nurses ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Nurses ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Nurses ""always"" listened carefully",Below the national average,Same as the national average
340158,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340158,NC,"Nurses ""usually"" listened carefully",Below the national average,Same as the national average
340158,NC,"Nurses ""always"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Nurses ""usually"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Doctors ""always"" communicated well",Below the national average,Same as the national average
340158,NC,"Doctors ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340158,NC,"Doctors ""usually"" communicated well",Below the national average,Same as the national average
340158,NC,Doctor communication - linear mean score,Below the national average,Same as the national average
340158,NC,Doctor communication - star rating,Below the national average,Same as the national average
340158,NC,"Doctors ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Doctors ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340158,NC,"Doctors ""always"" listened carefully",Below the national average,Same as the national average
340158,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340158,NC,"Doctors ""usually"" listened carefully",Below the national average,Same as the national average
340158,NC,"Doctors ""always"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Doctors ""usually"" explained things so they could understand",Below the national average,Same as the national average
340158,NC,"Patients ""always"" received help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""usually"" received help as soon as they wanted",Below the national average,Same as the national average
340158,NC,Staff responsiveness - linear mean score,Below the national average,Same as the national average
340158,NC,Staff responsiveness - star rating,Below the national average,Same as the national average
340158,NC,"Patients ""always"" received call button help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""usually"" received call button help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""always"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340158,NC,"Staff ""always"" explained",Below the national average,Same as the national average
340158,NC,"Staff ""sometimes"" or ""never"" explained",Below the national average,Same as the national average
340158,NC,"Staff ""usually"" explained",Below the national average,Same as the national average
340158,NC,Communication about medicines - linear mean score,Below the national average,Same as the national average
340158,NC,Communication about medicines - star rating,Below the national average,Same as the national average
340158,NC,"Staff ""always"" explained new medications",Below the national average,Same as the national average
340158,NC,"Staff ""sometimes"" or ""never"" explained new medications",Below the national average,Same as the national average
340158,NC,"Staff ""usually"" explained new medications",Below the national average,Same as the national average
340158,NC,"Staff ""always"" explained possible side effects",Below the national average,Same as the national average
340158,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Below the national average,Same as the national average
340158,NC,"Staff ""usually"" explained possible side effects",Below the national average,Same as the national average
340158,NC,"No, staff ""did not"" give patients this information",Below the national average,Same as the national average
340158,NC,"Yes, staff ""did"" give patients this information",Below the national average,Same as the national average
340158,NC,Discharge information - linear mean score,Below the national average,Same as the national average
340158,NC,Discharge information - star rating,Below the national average,Same as the national average
340158,NC,"No, staff ""did not"" give patients information about help after discharge",Below the national average,Same as the national average
340158,NC,"Yes, staff ""did"" give patients information about help after discharge",Below the national average,Same as the national average
340158,NC,"No, staff ""did not"" give patients information about possible symptoms",Below the national average,Same as the national average
340158,NC,"Yes, staff ""did"" give patients information about possible symptoms",Below the national average,Same as the national average
340158,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340158,NC,Care transition - linear mean score,Below the national average,Same as the national average
340158,NC,Care transition - star rating,Below the national average,Same as the national average
340158,NC,"Patients who ""Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340158,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Below the national average,Same as the national average
340158,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340158,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340158,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340158,NC,"Room was ""always"" clean",Below the national average,Same as the national average
340158,NC,"Room was ""sometimes"" or ""never"" clean",Below the national average,Same as the national average
340158,NC,"Room was ""usually"" clean",Below the national average,Same as the national average
340158,NC,Cleanliness - linear mean score,Below the national average,Same as the national average
340158,NC,Cleanliness - star rating,Below the national average,Same as the national average
340158,NC,Always quiet at night,Below the national average,Same as the national average
340158,NC,"Sometimes or ""never"" quiet at night",Below the national average,Same as the national average
340158,NC,Usually quiet at night,Below the national average,Same as the national average
340158,NC,Quietness - linear mean score,Below the national average,Same as the national average
340158,NC,Quietness - star rating,Below the national average,Same as the national average
340158,NC,"Patients who gave a rating of ""6"" or lower (low)",Below the national average,Same as the national average
340158,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Below the national average,Same as the national average
340158,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Below the national average,Same as the national average
340158,NC,Overall hospital rating - linear mean score,Below the national average,Same as the national average
340158,NC,Overall hospital rating - star rating,Below the national average,Same as the national average
340158,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Below the national average,Same as the national average
340158,NC,"YES, patients would definitely recommend the hospital",Below the national average,Same as the national average
340158,NC,"YES, patients would probably recommend the hospital",Below the national average,Same as the national average
340158,NC,Recommend hospital - linear mean score,Below the national average,Same as the national average
340158,NC,Recommend hospital - star rating,Below the national average,Same as the national average
340158,NC,Summary star rating,Below the national average,Same as the national average
340159,NC,"Nurses ""always"" communicated well",Below the national average,Same as the national average
340159,NC,"Nurses ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340159,NC,"Nurses ""usually"" communicated well",Below the national average,Same as the national average
340159,NC,Nurse communication - linear mean score,Below the national average,Same as the national average
340159,NC,Nurse communication - star rating,Below the national average,Same as the national average
340159,NC,"Nurses ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Nurses ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Nurses ""always"" listened carefully",Below the national average,Same as the national average
340159,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340159,NC,"Nurses ""usually"" listened carefully",Below the national average,Same as the national average
340159,NC,"Nurses ""always"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Nurses ""usually"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Doctors ""always"" communicated well",Below the national average,Same as the national average
340159,NC,"Doctors ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340159,NC,"Doctors ""usually"" communicated well",Below the national average,Same as the national average
340159,NC,Doctor communication - linear mean score,Below the national average,Same as the national average
340159,NC,Doctor communication - star rating,Below the national average,Same as the national average
340159,NC,"Doctors ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Doctors ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340159,NC,"Doctors ""always"" listened carefully",Below the national average,Same as the national average
340159,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340159,NC,"Doctors ""usually"" listened carefully",Below the national average,Same as the national average
340159,NC,"Doctors ""always"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Doctors ""usually"" explained things so they could understand",Below the national average,Same as the national average
340159,NC,"Patients ""always"" received help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""usually"" received help as soon as they wanted",Below the national average,Same as the national average
340159,NC,Staff responsiveness - linear mean score,Below the national average,Same as the national average
340159,NC,Staff responsiveness - star rating,Below the national average,Same as the national average
340159,NC,"Patients ""always"" received call button help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""usually"" received call button help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""always"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340159,NC,"Staff ""always"" explained",Below the national average,Same as the national average
340159,NC,"Staff ""sometimes"" or ""never"" explained",Below the national average,Same as the national average
340159,NC,"Staff ""usually"" explained",Below the national average,Same as the national average
340159,NC,Communication about medicines - linear mean score,Below the national average,Same as the national average
340159,NC,Communication about medicines - star rating,Below the national average,Same as the national average
340159,NC,"Staff ""always"" explained new medications",Below the national average,Same as the national average
340159,NC,"Staff ""sometimes"" or ""never"" explained new medications",Below the national average,Same as the national average
340159,NC,"Staff ""usually"" explained new medications",Below the national average,Same as the national average
340159,NC,"Staff ""always"" explained possible side effects",Below the national average,Same as the national average
340159,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Below the national average,Same as the national average
340159,NC,"Staff ""usually"" explained possible side effects",Below the national average,Same as the national average
340159,NC,"No, staff ""did not"" give patients this information",Below the national average,Same as the national average
340159,NC,"Yes, staff ""did"" give patients this information",Below the national average,Same as the national average
340159,NC,Discharge information - linear mean score,Below the national average,Same as the national average
340159,NC,Discharge information - star rating,Below the national average,Same as the national average
340159,NC,"No, staff ""did not"" give patients information about help after discharge",Below the national average,Same as the national average
340159,NC,"Yes, staff ""did"" give patients information about help after discharge",Below the national average,Same as the national average
340159,NC,"No, staff ""did not"" give patients information about possible symptoms",Below the national average,Same as the national average
340159,NC,"Yes, staff ""did"" give patients information about possible symptoms",Below the national average,Same as the national average
340159,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340159,NC,Care transition - linear mean score,Below the national average,Same as the national average
340159,NC,Care transition - star rating,Below the national average,Same as the national average
340159,NC,"Patients who ""Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340159,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Below the national average,Same as the national average
340159,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340159,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340159,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340159,NC,"Room was ""always"" clean",Below the national average,Same as the national average
340159,NC,"Room was ""sometimes"" or ""never"" clean",Below the national average,Same as the national average
340159,NC,"Room was ""usually"" clean",Below the national average,Same as the national average
340159,NC,Cleanliness - linear mean score,Below the national average,Same as the national average
340159,NC,Cleanliness - star rating,Below the national average,Same as the national average
340159,NC,Always quiet at night,Below the national average,Same as the national average
340159,NC,"Sometimes or ""never"" quiet at night",Below the national average,Same as the national average
340159,NC,Usually quiet at night,Below the national average,Same as the national average
340159,NC,Quietness - linear mean score,Below the national average,Same as the national average
340159,NC,Quietness - star rating,Below the national average,Same as the national average
340159,NC,"Patients who gave a rating of ""6"" or lower (low)",Below the national average,Same as the national average
340159,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Below the national average,Same as the national average
340159,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Below the national average,Same as the national average
340159,NC,Overall hospital rating - linear mean score,Below the national average,Same as the national average
340159,NC,Overall hospital rating - star rating,Below the national average,Same as the national average
340159,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Below the national average,Same as the national average
340159,NC,"YES, patients would definitely recommend the hospital",Below the national average,Same as the national average
340159,NC,"YES, patients would probably recommend the hospital",Below the national average,Same as the national average
340159,NC,Recommend hospital - linear mean score,Below the national average,Same as the national average
340159,NC,Recommend hospital - star rating,Below the national average,Same as the national average
340159,NC,Summary star rating,Below the national average,Same as the national average
340166,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340166,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340166,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340166,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340166,NC,Nurse communication - star rating,Above the national average,Same as the national average
340166,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340166,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340166,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340166,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340166,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340166,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340166,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340166,NC,Doctor communication - star rating,Above the national average,Same as the national average
340166,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340166,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340166,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340166,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340166,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340166,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340166,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340166,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340166,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340166,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340166,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340166,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340166,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340166,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340166,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340166,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340166,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340166,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340166,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340166,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340166,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340166,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340166,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340166,NC,Discharge information - star rating,Above the national average,Same as the national average
340166,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340166,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340166,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340166,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340166,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340166,NC,Care transition - linear mean score,Above the national average,Same as the national average
340166,NC,Care transition - star rating,Above the national average,Same as the national average
340166,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340166,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
340166,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340166,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340166,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340166,NC,"Room was ""always"" clean",Above the national average,Same as the national average
340166,NC,"Room was ""sometimes"" or ""never"" clean",Above the national average,Same as the national average
340166,NC,"Room was ""usually"" clean",Above the national average,Same as the national average
340166,NC,Cleanliness - linear mean score,Above the national average,Same as the national average
340166,NC,Cleanliness - star rating,Above the national average,Same as the national average
340166,NC,Always quiet at night,Above the national average,Same as the national average
340166,NC,"Sometimes or ""never"" quiet at night",Above the national average,Same as the national average
340166,NC,Usually quiet at night,Above the national average,Same as the national average
340166,NC,Quietness - linear mean score,Above the national average,Same as the national average
340166,NC,Quietness - star rating,Above the national average,Same as the national average
